epoch,train_loss,val_loss,val_auc,sens,spec,f1,composite,ema
1,0.6660353814562162,0.6298746367295583,0.5473684210526315,0.9999999999473684,0.0,0.8837209302325582,0.7077723378028764,-1.2922276621971236
2,0.40101732934514683,0.3891335843751828,0.5368421052631579,0.9999999999473684,0.0,0.8837209302325582,0.705140758855508,-1.293017135881334
3,0.3815236969385296,0.428436909802258,0.6842105263157895,0.9999999999473684,0.0,0.8837209302325582,0.7419828641186659,-1.282517135881334
4,0.35056886022600037,0.3727065722147624,0.7578947368421053,0.8421052631135734,0.39999999992,0.8421052631578947,0.7547368420777507,-1.2713409424936086
5,0.35564874624833465,0.36685830168426037,0.8947368421052632,0.9473684210027701,0.59999999988,0.9230769230769231,0.8760323886285161,-0.6271289431569712
6,0.3567799736435215,0.37037227768450975,0.9263157894736842,0.8947368420581717,0.79999999984,0.918918918918919,0.8944665717945108,-0.17065028867152654
7,0.34517481954147416,0.3463104336212079,0.9157894736842105,0.9999999999473684,0.59999999988,0.95,0.9064473683846315,0.15247900844532083
8,0.3319738643864791,0.3307012617588043,0.9157894736842105,0.8947368420581717,0.79999999984,0.918918918918919,0.8918349928471425,0.37428580376586734
9,0.3122872430055092,0.32851374459763366,0.9157894736842105,0.8947368420581717,0.79999999984,0.918918918918919,0.8918349928471425,0.52955056049025
10,0.3322202234218518,0.3256487225492795,0.9368421052631579,0.9473684210027701,0.79999999984,0.9473684210526315,0.9226315789059167,0.64747486601495
11,0.32432408289362985,0.3283157100280126,0.9052631578947369,0.9473684210027701,0.79999999984,0.9473684210526315,0.9147368420638116,0.7276534588296084
12,0.31989108317065984,0.3276718786607186,0.9157894736842106,0.9473684210027701,0.79999999984,0.9473684210526315,0.91736842101118,0.7845679474840799
13,0.3386984953346352,0.3322734342267116,0.9052631578947368,0.8947368420581717,0.9999999998,0.9444444444444444,0.9255847952751554,0.8268730018214024
14,0.3091297005303204,0.3334659660855929,0.9157894736842105,0.8947368420581717,0.9999999998,0.9444444444444444,0.9282163742225239,0.8572760135417389
15,0.31714854094510275,0.3243439371387164,0.8526315789473684,0.8947368420581717,0.59999999988,0.8947368421052632,0.839999999965518,0.8520932094688726
16,0.29273621474082273,0.3089139255074163,0.8947368421052632,0.9473684210027701,0.59999999988,0.9230769230769231,0.8760323886285161,0.8592749632167656
17,0.3029896216467023,0.30775753657023114,0.7894736842105263,0.8421052631135734,0.39999999992,0.8421052631578947,0.762631578919856,0.23028194792769258
18,0.287579815951176,0.317350210621953,0.7578947368421053,0.8947368420581717,0.19999999996,0.85,0.7451315789248865,-0.21526316277314927
19,0.30397028344062466,0.32530713578065235,0.7684210526315789,0.8947368420581717,0.19999999996,0.85,0.7477631578722549,-0.526355266579528
20,0.3047836571931839,0.33280816053350765,0.6947368421052631,0.9999999999473684,0.0,0.8837209302325582,0.7446144430660343,-0.7450643536858592
21,0.2843475036788732,0.3324090863267581,0.7578947368421053,0.8421052631135734,0.39999999992,0.8421052631578947,0.7547368420777507,-0.8951239949567762
22,0.2907507325677822,0.32803903442497057,0.8,0.8947368420581717,0.39999999992,0.8717948717948718,0.7911066126570779,-0.9892548126726198
23,0.2961599561579836,0.33097474556416273,0.768421052631579,0.8947368420581717,0.19999999996,0.85,0.7477631578722549,-1.0681494215091574
24,0.2630452254476647,0.346366164740175,0.7578947368421053,0.8421052631135734,0.19999999996,0.8205128205128205,0.7193387314224822,-1.1319029756296655
25,0.33081072363226366,0.3454055308053891,0.7578947368421053,0.8421052631135734,0.19999999996,0.8205128205128205,0.7193387314224822,-1.176530463514021
26,0.29451106139458716,0.3655498468627532,0.7789473684210526,0.8421052631135734,0.39999999992,0.8421052631578947,0.7599999999724875,-1.1955713244680684
27,0.2924735084331284,0.3499022029961149,0.7578947368421053,0.8421052631135734,0.39999999992,0.8421052631578947,0.7547368420777507,-1.2104788745043227
28,0.3279631443244095,0.37786012794822454,0.736842105263158,0.8421052631135734,0.19999999996,0.8205128205128205,0.7140755735277453,-1.2331125400947023
29,0.25943314967056114,0.34223154621819657,0.7473684210526316,0.8421052631135734,0.39999999992,0.8421052631578947,0.7521052631303823,-1.237547199127177
30,0.33344953681807965,0.3567933685456713,0.7473684210526316,0.8421052631135734,0.39999999992,0.8421052631578947,0.7521052631303823,-1.2406514604499093
31,0.29102867632173,0.33006667500982684,0.7789473684210526,0.8947368420581717,0.39999999992,0.8717948717948718,0.7858434547623411,-1.2327029858862342
32,0.2900834889539207,0.3307944176097711,0.7578947368421053,0.8421052631135734,0.39999999992,0.8421052631578947,0.7547368420777507,-1.2364710374970387
33,0.31853057665284723,0.34469563234597445,0.7578947368421053,0.8421052631135734,0.39999999992,0.8421052631578947,0.7547368420777507,-1.2391086736246018
34,0.33905012214866775,0.3427308077613513,0.7789473684210526,0.8421052631135734,0.39999999992,0.8421052631578947,0.7599999999724875,-1.239376071545475
35,0.31039749780514586,0.3362327277039488,0.736842105263158,0.8421052631135734,0.19999999996,0.8205128205128205,0.7140755735277453,-1.2533405780235087
36,0.28736291542494047,0.3404602312172453,0.736842105263158,0.8421052631135734,0.19999999996,0.8205128205128205,0.7140755735277453,-1.2631157325581324
37,0.30034768756013364,0.32790792857607204,0.736842105263158,0.8421052631135734,0.19999999996,0.8205128205128205,0.7140755735277453,-1.269958340732369
38,0.29118361364817247,0.3455998700422545,0.736842105263158,0.8421052631135734,0.19999999996,0.8205128205128205,0.7140755735277453,-1.2747481664543345
39,0.31253016483969986,0.33485778079678613,0.7368421052631579,0.8947368420581717,0.19999999996,0.85,0.7398684210301496,-1.2703631902089891
40,0.27294067937570315,0.33448445113996667,0.7157894736842105,0.8421052631135734,0.19999999996,0.8205128205128205,0.7088124156330085,-1.27661050845639
41,0.2868128832584868,0.33554867189377546,0.7473684210526317,0.8947368420581717,0.19999999996,0.85,0.742499999977518,-1.2708773559262174
