epoch,train_loss,val_loss,val_auc,sens,spec,f1,composite,ema
1,0.456594948656857,0.4539120780924956,0.225,0.99999999995,0.0,0.9090909090909091,0.6335227272552273,-1.3664772727447727
2,0.3284403057768941,0.22372853755950928,0.0875,0.99999999995,0.0,0.9090909090909091,0.5991477272552272,-1.3767897727447727
3,0.19837359591231993,0.1811422291211784,0.675,0.79999999996,0.7499999998125,0.8648648648648649,0.7774662161740913,-0.7305129760691135
4,0.1982555691114006,0.15016725907723108,0.8875,0.99999999995,0.499999999875,0.9523809523809523,0.884970238058988,-0.24586801183068302
5,0.16735670319758356,0.14680429672201475,0.9125000000000001,0.9499999999525,0.499999999875,0.926829268292683,0.8673323170377957,0.08809208682986056
6,0.15815734698359543,0.1393446309181551,0.925,0.899999999955,0.99999999975,0.9473684210526315,0.9330921052099078,0.3415920923438747
7,0.17464487817293653,0.13217111552755037,0.925,0.9499999999525,0.7499999998125,0.95,0.9137499999552499,0.5132394646272873
8,0.15840985881125866,0.1403938919926683,0.8875,0.899999999955,0.7499999998125,0.9230769230769231,0.8801442307253557,0.6233108944567078
9,0.15403434588612677,0.14301471885604164,0.8500000000000001,0.899999999955,0.7499999998125,0.9230769230769231,0.8707692307253557,0.6975483953373022
10,0.16739336593794482,0.16271208738908172,0.875,0.8499999999575,0.99999999975,0.918918918918919,0.8959797296773547,0.757077795639318
11,0.15214361823988534,0.14094683687047413,0.9375,0.99999999995,0.499999999875,0.9523809523809523,0.897470238058988,0.7991955283652189
12,0.16323941825006236,0.14150883249628046,0.8625,0.79999999996,0.99999999975,0.8888888888888888,0.8678472221707222,0.8197910365068699
13,0.15616053365617213,0.1324107509184008,0.9,0.899999999955,0.7499999998125,0.9230769230769231,0.8832692307253557,0.8388344947724156
14,0.1629189344481953,0.1344521325857689,0.85,0.899999999955,0.499999999875,0.9,0.8274999999654999,0.8354341463303407
15,0.15508576961777484,0.1303533596607546,0.9,0.899999999955,0.7499999998125,0.9230769230769231,0.8832692307253557,0.8497846716488452
16,0.1588745121540948,0.15056106564588845,0.7125,0.8499999999575,0.2499999999375,0.85,0.72562499997575,0.2125367701469167
17,0.14819531393853444,0.1497183121779623,0.75,0.899999999955,0.2499999999375,0.8780487804878049,0.7595121950968262,-0.22337060236811043
18,0.14763892620855282,0.13761931653910628,0.875,0.899999999955,0.7499999998125,0.9230769230769231,0.8770192307253557,0.1067463475599294
19,0.15092583549994742,0.11736686739216869,0.875,0.8499999999575,0.99999999975,0.918918918918919,0.8959797296773547,0.343516362195157
20,0.14437366029839419,0.12064483410601194,0.8875,0.899999999955,0.7499999998125,0.9230769230769231,0.8801442307253557,0.5045047227542167
21,0.15843237310036784,0.16644298021371165,0.8374999999999999,0.899999999955,0.499999999875,0.9,0.8243749999654999,0.6004658059176016
22,0.15234897593594118,0.14567747432738543,0.7875000000000001,0.8499999999575,0.499999999875,0.8717948717948718,0.7873237179150929,0.6565231795168489
23,0.14574114404967986,0.1225266574959581,0.9,0.9499999999525,0.499999999875,0.926829268292683,0.8642073170377956,0.7188284207731329
24,0.1494361055714156,0.11791769384096067,0.9375,0.9499999999525,0.7499999998125,0.95,0.9168749999552499,0.778242394527768
25,0.1546601322867597,0.12966068279153356,0.875,0.8499999999575,0.7499999998125,0.8947368421052632,0.8524342104833158,0.8004999393144323
26,0.1412090592129971,0.12576035276288167,0.8875,0.899999999955,0.7499999998125,0.9230769230769231,0.8801442307253557,0.8243932267377092
27,0.18153807443438078,0.1215577894084466,0.95,0.99999999995,0.499999999875,0.9523809523809523,0.900595238058988,0.8472538301340928
28,0.14596203887473772,0.12231622708107655,0.9375,0.899999999955,0.99999999975,0.9473684210526315,0.9362171052099079,0.8739428126568373
29,0.15320304003156102,0.12003478914266452,0.8875,0.8499999999575,0.99999999975,0.918918918918919,0.8991047296773548,0.8814913877629924
30,0.14583377055775296,0.12676133184383312,0.9,0.8499999999575,0.99999999975,0.918918918918919,0.9022297296773547,0.887712890337301
31,0.15155431202432132,0.13369953805037463,0.8625,0.8499999999575,0.7499999998125,0.8947368421052632,0.8493092104833158,0.8761917863811055
32,0.1534132017319886,0.1254646447681201,0.875,0.899999999955,0.499999999875,0.9,0.8337499999654999,0.8634592504564238
33,0.14291949732645057,0.1509668868772375,0.8999999999999999,0.9499999999525,0.499999999875,0.926829268292683,0.8642073170377956,0.8636836704308353
34,0.16050435382931028,0.13985765038523823,0.8125,0.899999999955,0.499999999875,0.9,0.8181249999654999,0.8500160692912346
35,0.14868243961488284,0.1387621321094533,0.8375,0.899999999955,0.7499999998125,0.9230769230769231,0.8676442307253557,0.8553045177214709
36,0.14570573040206605,0.13479943414373943,0.8625,0.899999999955,0.7499999998125,0.9230769230769231,0.8738942307253557,0.8608814316226363
37,0.14916195650827527,0.12623900764932236,0.8999999999999999,0.9499999999525,0.499999999875,0.926829268292683,0.8642073170377956,0.861879197247184
38,0.14170732834221175,0.1202591845455269,0.8875,0.899999999955,0.7499999998125,0.9230769230769231,0.8801442307253557,0.8673587072906355
39,0.14708543953323291,0.120748228005444,0.8999999999999999,0.9499999999525,0.499999999875,0.926829268292683,0.8642073170377956,0.8664132902147834
40,0.13738119103012045,0.14618360437452793,0.8,0.8499999999575,0.499999999875,0.8717948717948718,0.7904487179150929,0.8436239185248762
41,0.1444825773954411,0.146641204385863,0.8,0.8499999999575,0.499999999875,0.8717948717948718,0.7904487179150929,0.8276713583419412
42,0.14100933851417116,0.11961034416647938,0.9,0.899999999955,0.7499999998125,0.9230769230769231,0.8832692307253557,0.8443507200569655
43,0.14241326590581593,0.1195336089488895,0.9125,0.899999999955,0.7499999998125,0.9230769230769231,0.8863942307253557,0.8569637732574826
44,0.14036569295907006,0.12304411667476718,0.875,0.899999999955,0.499999999875,0.9,0.8337499999654999,0.8499996412698878
45,0.1327008393467016,0.12605293308539936,0.8625,0.9499999999525,0.499999999875,0.926829268292683,0.8548323170377957,0.85144944400026
46,0.14083631543386824,0.11938162697091077,0.9,0.899999999955,0.7499999998125,0.9230769230769231,0.8832692307253557,0.8609953800177886
47,0.13027399851307564,0.11366487515624613,0.8875,0.899999999955,0.499999999875,0.9,0.8368749999655,0.8537592660021021
48,0.13998666163843154,0.11508982591719057,0.875,0.8499999999575,0.7499999998125,0.8947368421052632,0.8524342104833158,0.8533617493464662
49,0.14161119212985795,0.1223549505812116,0.8875,0.9499999999525,0.499999999875,0.926829268292683,0.8610823170377956,0.8556779196538651
50,0.14467773298747488,0.12340736575424671,0.9,0.99999999995,0.499999999875,0.9523809523809523,0.8880952380589879,0.8654031151754019
