epoch,train_loss,val_loss,val_auc,sens,spec,f1,composite,ema
1,0.7631839840336049,0.820124300626608,0.44999999999999996,0.8499999999575,0.19999999996,0.8292682926829268,0.6473170731498566,-1.3526829268501435
2,0.7349491455453507,0.7105403725917523,0.5800000000000001,0.99999999995,0.39999999992,0.9302325581395349,0.7875581395053837,-1.3106106069434853
3,0.7251633196435077,0.6466008631082681,0.51,0.79999999996,0.39999999992,0.8205128205128205,0.6726282051022051,-1.315638963329778
4,0.7133162230887311,0.7852905942843511,0.37000000000000005,0.79999999996,0.19999999996,0.8,0.60249999998,-1.3401972743368447
5,0.7458967458694539,0.719790362394773,0.5399999999999999,0.99999999995,0.19999999996,0.9090909090909091,0.7422727272492273,-1.315456273861023
6,0.6349856422302571,0.6494144659775954,0.58,0.79999999996,0.59999999988,0.8421052631578947,0.7255263157574737,-0.7031614969754738
7,0.5846998323785498,0.5373628299969894,0.6599999999999999,0.9499999999525,0.39999999992,0.9047619047619048,0.7836904761618512,-0.8571059050342762
8,0.5217315183675035,0.5286762003715222,0.62,0.79999999996,0.39999999992,0.8205128205128205,0.7001282051022051,-0.9899356719933318
9,0.4696359463194583,0.6929309780781086,0.33,0.8499999999575,0.19999999996,0.8292682926829268,0.6173170731498567,-1.107759848450375
10,0.39326938859959865,0.5517578319861338,0.4800000000000001,0.99999999995,0.0,0.8888888888888888,0.6922222222047222,-1.1677652272538457
11,0.4137339035564281,0.5513362976220938,0.5700000000000001,0.79999999996,0.19999999996,0.8,0.6524999999800001,-1.221685659083692
12,0.38347995043434996,0.44254615902900696,0.69,0.99999999995,0.39999999992,0.9302325581395349,0.8150581395053836,-1.2106625195069691
13,0.375671201088327,0.5307682454586029,0.53,0.99999999995,0.19999999996,0.9090909090909091,0.7397727272492273,-1.2255319454801101
14,0.378954401517168,0.512708733861263,0.6000000000000001,0.99999999995,0.0,0.8888888888888888,0.7222222222047222,-1.2412056951746604
15,0.33818229335419675,0.5615064662236434,0.58,0.99999999995,0.0,0.8888888888888888,0.7172222222047222,-1.2536773199608455
16,0.37199931322260105,0.4945235298230098,0.47,0.79999999996,0.19999999996,0.8,0.6274999999800001,-1.2893241239785918
17,0.3460741152471684,0.5025710383286843,0.53,0.79999999996,0.39999999992,0.8205128205128205,0.6776282051022051,-1.2992384252543525
18,0.3499127230904204,0.5438852906227112,0.4,0.99999999995,0.0,0.8888888888888888,0.6722222222047222,-1.30780023101663
19,0.35648629140663657,0.596115054992529,0.3,0.99999999995,0.0,0.8888888888888888,0.6472222222047221,-1.3212934950502242
20,0.3434386705147459,0.5132251106775724,0.44999999999999996,0.99999999995,0.0,0.8888888888888888,0.6847222222047222,-1.31948877987374
21,0.3669727101446466,0.47950074879022747,0.43999999999999995,0.899999999955,0.19999999996,0.8571428571428571,0.6692857142639643,-1.3228564316324287
