epoch,train_loss,val_loss,val_auc,sens,spec,f1,composite,ema
1,0.9774395354250645,0.8408095607390771,0.41000000000000003,0.99999999995,0.0,0.8888888888888888,0.6747222222047222,-1.3252777777952778
2,0.5940385606694729,0.4063267925610909,0.79,0.899999999955,0.79999999984,0.9230769230769231,0.8632692307294807,-0.6687136752378502
3,0.3316764145931031,0.40980178576249343,0.71,0.8499999999575,0.39999999992,0.85,0.747499999973125,-0.8438495726745576
4,0.29606286689956135,0.3834534917886441,0.6799999999999999,0.8499999999575,0.39999999992,0.85,0.7399999999731249,-0.9686947008802529
5,0.32476149039699675,0.4050970438581247,0.6499999999999999,0.8499999999575,0.39999999992,0.85,0.732499999973125,-1.0583362906242395
6,0.3078969190134964,0.4057113519654824,0.6499999999999999,0.8499999999575,0.39999999992,0.85,0.732499999973125,-1.1210854034450302
7,0.27409292920987977,0.44263662655766195,0.62,0.8499999999575,0.39999999992,0.85,0.724999999973125,-1.1672597824195836
8,0.3030145897609281,0.439412277048597,0.66,0.899999999955,0.39999999992,0.8780487804878049,0.7595121950942012,-1.1892281891654481
9,0.32016444937920474,0.4517885074019432,0.66,0.99999999995,0.39999999992,0.9302325581395349,0.8075581395053837,-1.1901922905641986
10,0.2973583300370089,0.4502905376542073,0.68,0.79999999996,0.59999999988,0.8421052631578947,0.7505263157574737,-0.6079767086676968
11,0.3146938335180203,0.4137967392229117,0.6399999999999999,0.9499999999525,0.39999999992,0.9047619047619048,0.778690476161851,-0.7919765532188325
12,0.28695277215794046,0.4128714670928625,0.61,0.79999999996,0.39999999992,0.8205128205128205,0.6976282051022051,-0.9450951257225211
13,0.2739775048053645,0.5119624755416925,0.6399999999999999,0.8499999999575,0.39999999992,0.85,0.7299999999731249,-1.0425665880138273
14,0.32616843285653346,0.43109474503076994,0.6399999999999999,0.8499999999575,0.39999999992,0.85,0.7299999999731249,-1.1107966116177415
15,0.2837757237968927,0.4534395764080378,0.65,0.79999999996,0.39999999992,0.8205128205128205,0.7076282051022051,-1.1652691666017574
16,0.262625278813388,0.45619831864650434,0.64,0.8499999999575,0.39999999992,0.85,0.729999999973125,-1.1966884166292926
17,0.23516537044989935,0.5384311505521719,0.64,0.99999999995,0.39999999992,0.9302325581395349,0.8025581395053837,-1.1969144497888897
18,0.3005520327628511,0.5322481372322028,0.61,0.8499999999575,0.39999999992,0.85,0.722499999973125,-1.2210901148602853
19,0.2723118359411254,0.4878565613180399,0.61,0.8499999999575,0.39999999992,0.85,0.722499999973125,-1.238013080410262
20,0.2944904088619799,0.48983564858253187,0.61,0.8499999999575,0.39999999992,0.85,0.722499999973125,-1.249859156295246
21,0.24350716662593186,0.5495923409381738,0.62,0.8499999999575,0.39999999992,0.85,0.724999999973125,-1.2574014094147345
22,0.2631759360262956,0.6786209625693468,0.6,0.8499999999575,0.39999999992,0.85,0.719999999973125,-1.2641809865983766
23,0.301911944064604,0.5844390895217657,0.6,0.899999999955,0.39999999992,0.8780487804878049,0.7445121950942012,-1.2615730320906031
24,0.22146990101665576,0.492457227781415,0.63,0.99999999995,0.39999999992,0.9302325581395349,0.8000581395053836,-1.243083680611807
25,0.23782949546411475,0.5206144635493939,0.63,0.99999999995,0.39999999992,0.9302325581395349,0.8000581395053836,-1.2301411345766498
26,0.25493532796254126,0.5704138826292294,0.62,0.8499999999575,0.39999999992,0.85,0.724999999973125,-1.2435987942117173
27,0.25941343473126877,0.5290554469594588,0.64,0.99999999995,0.39999999992,0.9302325581395349,0.8025581395053837,-1.229751714096587
28,0.21357379262979598,0.5272901094017121,0.6699999999999999,0.99999999995,0.39999999992,0.9302325581395349,0.8100581395053836,-1.2178087580159958
29,0.24629427150679514,0.6469425927274502,0.6399999999999999,0.8499999999575,0.39999999992,0.85,0.7299999999731249,-1.2334661306192596
30,0.4309328506727631,0.5574562771675678,0.64,0.899999999955,0.39999999992,0.8780487804878049,0.7545121950942012,-1.2370726329052213
31,0.2450668271928233,0.6305572465062141,0.62,0.99999999995,0.39999999992,0.9302325581395349,0.7975581395053837,-1.2266834011820398
32,0.2548690951885061,0.463816742054545,0.6,0.899999999955,0.39999999992,0.8780487804878049,0.7445121950942012,-1.2353247222991675
33,0.23881450371242108,0.5868851089706788,0.6000000000000001,0.899999999955,0.39999999992,0.8780487804878049,0.7445121950942012,-1.2413736470811567
34,0.23337538678204006,0.6183339384599373,0.5900000000000001,0.899999999955,0.39999999992,0.8780487804878049,0.7420121950942012,-1.2463578944285494
35,0.25605243524137705,0.4834004918543192,0.64,0.99999999995,0.39999999992,0.9302325581395349,0.8025581395053837,-1.2316830842483695
